hour,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,target
6,4,4,12,2007,341,7,49,35523.0
7,4,4,12,2007,341,7,49,39213.0
8,4,4,12,2007,341,7,49,40985.0
9,4,4,12,2007,341,7,49,40797.0
10,4,4,12,2007,341,7,49,40563.0
11,4,4,12,2007,341,7,49,40255.0
12,4,4,12,2007,341,7,49,39655.0
13,4,4,12,2007,341,7,49,39081.0
14,4,4,12,2007,341,7,49,39088.0
15,4,4,12,2007,341,7,49,39049.0
16,4,4,12,2007,341,7,49,39321.0
17,4,4,12,2007,341,7,49,40957.0
18,4,4,12,2007,341,7,49,42675.0
19,4,4,12,2007,341,7,49,42089.0
20,4,4,12,2007,341,7,49,40991.0
21,4,4,12,2007,341,7,49,39861.0
22,4,4,12,2007,341,7,49,38215.0
23,4,4,12,2007,341,7,49,35821.0
0,5,4,12,2007,342,8,49,33145.0
1,3,4,12,2007,340,6,49,32517.0
2,3,4,12,2007,340,6,49,31804.0
3,3,4,12,2007,340,6,49,31671.0
4,3,4,12,2007,340,6,49,31925.0
5,3,4,12,2007,340,6,49,32948.0
6,3,4,12,2007,340,6,49,35395.0
7,3,4,12,2007,340,6,49,39375.0
8,3,4,12,2007,340,6,49,41177.0
9,3,4,12,2007,340,6,49,41071.0
10,3,4,12,2007,340,6,49,40298.0
11,3,4,12,2007,340,6,49,39581.0
12,3,4,12,2007,340,6,49,38966.0
13,3,4,12,2007,340,6,49,38273.0
14,3,4,12,2007,340,6,49,37719.0
15,3,4,12,2007,340,6,49,37279.0
16,3,4,12,2007,340,6,49,37489.0
17,3,4,12,2007,340,6,49,39667.0
18,3,4,12,2007,340,6,49,43360.0
19,3,4,12,2007,340,6,49,43599.0
20,3,4,12,2007,340,6,49,43309.0
21,3,4,12,2007,340,6,49,42671.0
22,3,4,12,2007,340,6,49,41190.0
23,3,4,12,2007,340,6,49,38507.0
0,4,4,12,2007,341,7,49,35786.0
1,2,4,12,2007,339,5,49,31727.0
2,2,4,12,2007,339,5,49,30752.0
3,2,4,12,2007,339,5,49,30457.0
4,2,4,12,2007,339,5,49,30496.0
5,2,4,12,2007,339,5,49,31282.0
6,2,4,12,2007,339,5,49,33618.0
7,2,4,12,2007,339,5,49,37676.0
8,2,4,12,2007,339,5,49,39527.0
9,2,4,12,2007,339,5,49,39445.0
10,2,4,12,2007,339,5,49,39233.0
11,2,4,12,2007,339,5,49,39348.0
12,2,4,12,2007,339,5,49,39365.0
13,2,4,12,2007,339,5,49,39266.0
14,2,4,12,2007,339,5,49,39243.0
15,2,4,12,2007,339,5,49,39092.0
16,2,4,12,2007,339,5,49,39501.0
17,2,4,12,2007,339,5,49,41316.0
18,2,4,12,2007,339,5,49,43947.0
19,2,4,12,2007,339,5,49,43770.0
20,2,4,12,2007,339,5,49,43163.0
21,2,4,12,2007,339,5,49,42123.0
22,2,4,12,2007,339,5,49,40173.0
23,2,4,12,2007,339,5,49,37109.0
0,3,4,12,2007,340,6,49,34261.0
1,1,4,12,2007,338,4,49,30852.0
2,1,4,12,2007,338,4,49,29936.0
3,1,4,12,2007,338,4,49,29639.0
4,1,4,12,2007,338,4,49,29672.0
5,1,4,12,2007,338,4,49,30475.0
6,1,4,12,2007,338,4,49,32795.0
7,1,4,12,2007,338,4,49,36886.0
8,1,4,12,2007,338,4,49,38705.0
9,1,4,12,2007,338,4,49,38463.0
10,1,4,12,2007,338,4,49,38277.0
11,1,4,12,2007,338,4,49,38257.0
12,1,4,12,2007,338,4,49,38125.0
13,1,4,12,2007,338,4,49,37738.0
14,1,4,12,2007,338,4,49,37592.0
15,1,4,12,2007,338,4,49,37461.0
16,1,4,12,2007,338,4,49,37743.0
17,1,4,12,2007,338,4,49,39730.0
18,1,4,12,2007,338,4,49,42803.0
19,1,4,12,2007,338,4,49,42951.0
20,1,4,12,2007,338,4,49,42377.0
21,1,4,12,2007,338,4,49,41543.0
22,1,4,12,2007,338,4,49,39630.0
23,1,4,12,2007,338,4,49,36635.0
0,2,4,12,2007,339,5,49,33608.0
1,0,4,12,2007,337,3,49,28253.0
2,0,4,12,2007,337,3,49,27240.0
3,0,4,12,2007,337,3,49,26691.0
4,0,4,12,2007,337,3,49,26694.0
5,0,4,12,2007,337,3,49,27392.0
6,0,4,12,2007,337,3,49,29576.0
7,0,4,12,2007,337,3,49,33386.0
8,0,4,12,2007,337,3,49,35099.0
9,0,4,12,2007,337,3,49,35071.0
10,0,4,12,2007,337,3,49,35254.0
11,0,4,12,2007,337,3,49,35318.0
12,0,4,12,2007,337,3,49,35486.0
13,0,4,12,2007,337,3,49,35423.0
14,0,4,12,2007,337,3,49,35349.0
15,0,4,12,2007,337,3,49,35394.0
16,0,4,12,2007,337,3,49,35993.0
17,0,4,12,2007,337,3,49,38062.0
18,0,4,12,2007,337,3,49,41323.0
19,0,4,12,2007,337,3,49,41416.0
20,0,4,12,2007,337,3,49,40914.0
21,0,4,12,2007,337,3,49,40172.0
22,0,4,12,2007,337,3,49,38211.0
23,0,4,12,2007,337,3,49,35457.0
0,1,4,12,2007,338,4,49,32797.0
1,6,4,12,2007,336,2,48,29628.0
2,6,4,12,2007,336,2,48,28587.0
3,6,4,12,2007,336,2,48,28117.0
4,6,4,12,2007,336,2,48,27890.0
5,6,4,12,2007,336,2,48,27993.0
6,6,4,12,2007,336,2,48,28620.0
7,6,4,12,2007,336,2,48,29714.0
8,6,4,12,2007,336,2,48,30835.0
9,6,4,12,2007,336,2,48,32537.0
10,6,4,12,2007,336,2,48,33988.0
11,6,4,12,2007,336,2,48,34634.0
12,6,4,12,2007,336,2,48,34939.0
13,6,4,12,2007,336,2,48,35156.0
14,6,4,12,2007,336,2,48,35087.0
15,6,4,12,2007,336,2,48,35029.0
16,6,4,12,2007,336,2,48,35361.0
17,6,4,12,2007,336,2,48,37073.0
18,6,4,12,2007,336,2,48,38880.0
19,6,4,12,2007,336,2,48,38715.0
20,6,4,12,2007,336,2,48,38176.0
21,6,4,12,2007,336,2,48,37167.0
22,6,4,12,2007,336,2,48,35323.0
23,6,4,12,2007,336,2,48,32756.0
0,0,4,12,2007,337,3,49,30286.0
1,5,4,12,2007,335,1,48,29481.0
2,5,4,12,2007,335,1,48,28513.0
3,5,4,12,2007,335,1,48,27993.0
4,5,4,12,2007,335,1,48,27768.0
5,5,4,12,2007,335,1,48,28059.0
6,5,4,12,2007,335,1,48,28977.0
7,5,4,12,2007,335,1,48,30436.0
8,5,4,12,2007,335,1,48,31633.0
9,5,4,12,2007,335,1,48,33243.0
10,5,4,12,2007,335,1,48,33932.0
11,5,4,12,2007,335,1,48,33811.0
12,5,4,12,2007,335,1,48,33386.0
13,5,4,12,2007,335,1,48,32807.0
14,5,4,12,2007,335,1,48,32058.0
15,5,4,12,2007,335,1,48,31706.0
16,5,4,12,2007,335,1,48,31958.0
17,5,4,12,2007,335,1,48,33935.0
18,5,4,12,2007,335,1,48,37248.0
19,5,4,12,2007,335,1,48,37424.0
20,5,4,12,2007,335,1,48,36897.0
21,5,4,12,2007,335,1,48,36268.0
22,5,4,12,2007,335,1,48,35246.0
23,5,4,12,2007,335,1,48,33407.0
0,6,4,12,2007,336,2,48,31307.0
1,4,4,11,2007,334,30,48,28273.0
2,4,4,11,2007,334,30,48,27453.0
3,4,4,11,2007,334,30,48,27071.0
4,4,4,11,2007,334,30,48,27254.0
5,4,4,11,2007,334,30,48,28101.0
6,4,4,11,2007,334,30,48,30456.0
7,4,4,11,2007,334,30,48,34578.0
8,4,4,11,2007,334,30,48,36269.0
9,4,4,11,2007,334,30,48,36205.0
10,4,4,11,2007,334,30,48,35904.0
11,4,4,11,2007,334,30,48,35503.0
12,4,4,11,2007,334,30,48,34936.0
13,4,4,11,2007,334,30,48,34316.0
14,4,4,11,2007,334,30,48,33975.0
15,4,4,11,2007,334,30,48,33461.0
16,4,4,11,2007,334,30,48,33605.0
17,4,4,11,2007,334,30,48,35258.0
18,4,4,11,2007,334,30,48,38411.0
19,4,4,11,2007,334,30,48,38443.0
20,4,4,11,2007,334,30,48,37858.0
21,4,4,11,2007,334,30,48,37050.0
22,4,4,11,2007,334,30,48,35736.0
23,4,4,11,2007,334,30,48,33707.0
0,5,4,12,2007,335,1,48,31380.0
1,3,4,11,2007,333,29,48,28558.0
2,3,4,11,2007,333,29,48,27634.0
3,3,4,11,2007,333,29,48,27245.0
4,3,4,11,2007,333,29,48,27200.0
5,3,4,11,2007,333,29,48,27907.0
6,3,4,11,2007,333,29,48,30262.0
7,3,4,11,2007,333,29,48,34046.0
8,3,4,11,2007,333,29,48,35732.0
9,3,4,11,2007,333,29,48,35707.0
10,3,4,11,2007,333,29,48,35629.0
11,3,4,11,2007,333,29,48,35537.0
12,3,4,11,2007,333,29,48,35230.0
13,3,4,11,2007,333,29,48,34666.0
14,3,4,11,2007,333,29,48,33864.0
15,3,4,11,2007,333,29,48,33170.0
16,3,4,11,2007,333,29,48,33135.0
17,3,4,11,2007,333,29,48,34681.0
18,3,4,11,2007,333,29,48,37800.0
19,3,4,11,2007,333,29,48,38002.0
20,3,4,11,2007,333,29,48,37629.0
21,3,4,11,2007,333,29,48,36862.0
22,3,4,11,2007,333,29,48,35165.0
23,3,4,11,2007,333,29,48,32624.0
0,4,4,11,2007,334,30,48,30053.0
1,2,4,11,2007,332,28,48,27523.0
2,2,4,11,2007,332,28,48,26607.0
3,2,4,11,2007,332,28,48,26271.0
4,2,4,11,2007,332,28,48,26391.0
5,2,4,11,2007,332,28,48,27332.0
6,2,4,11,2007,332,28,48,29849.0
7,2,4,11,2007,332,28,48,33966.0
8,2,4,11,2007,332,28,48,35587.0
9,2,4,11,2007,332,28,48,35393.0
10,2,4,11,2007,332,28,48,35177.0
11,2,4,11,2007,332,28,48,34848.0
12,2,4,11,2007,332,28,48,34427.0
13,2,4,11,2007,332,28,48,33826.0
14,2,4,11,2007,332,28,48,33520.0
15,2,4,11,2007,332,28,48,33293.0
16,2,4,11,2007,332,28,48,33485.0
17,2,4,11,2007,332,28,48,35428.0
18,2,4,11,2007,332,28,48,38760.0
19,2,4,11,2007,332,28,48,38918.0
20,2,4,11,2007,332,28,48,38456.0
21,2,4,11,2007,332,28,48,37658.0
22,2,4,11,2007,332,28,48,35884.0
23,2,4,11,2007,332,28,48,33168.0
0,3,4,11,2007,333,29,48,30409.0
1,1,4,11,2007,331,27,48,25494.0
2,1,4,11,2007,331,27,48,24309.0
3,1,4,11,2007,331,27,48,23732.0
4,1,4,11,2007,331,27,48,23585.0
5,1,4,11,2007,331,27,48,24202.0
6,1,4,11,2007,331,27,48,26327.0
7,1,4,11,2007,331,27,48,30217.0
8,1,4,11,2007,331,27,48,32052.0
9,1,4,11,2007,331,27,48,32534.0
10,1,4,11,2007,331,27,48,32805.0
11,1,4,11,2007,331,27,48,33079.0
12,1,4,11,2007,331,27,48,33037.0
13,1,4,11,2007,331,27,48,32843.0
14,1,4,11,2007,331,27,48,32553.0
15,1,4,11,2007,331,27,48,32287.0
16,1,4,11,2007,331,27,48,32340.0
17,1,4,11,2007,331,27,48,33949.0
18,1,4,11,2007,331,27,48,37324.0
19,1,4,11,2007,331,27,48,37568.0
20,1,4,11,2007,331,27,48,37166.0
21,1,4,11,2007,331,27,48,36374.0
22,1,4,11,2007,331,27,48,34495.0
23,1,4,11,2007,331,27,48,31898.0
0,2,4,11,2007,332,28,48,29310.0
1,0,4,11,2007,330,26,48,25852.0
2,0,4,11,2007,330,26,48,24896.0
3,0,4,11,2007,330,26,48,24545.0
4,0,4,11,2007,330,26,48,24638.0
5,0,4,11,2007,330,26,48,25400.0
6,0,4,11,2007,330,26,48,27486.0
7,0,4,11,2007,330,26,48,30765.0
8,0,4,11,2007,330,26,48,32845.0
9,0,4,11,2007,330,26,48,33508.0
10,0,4,11,2007,330,26,48,34109.0
11,0,4,11,2007,330,26,48,34458.0
12,0,4,11,2007,330,26,48,34431.0
13,0,4,11,2007,330,26,48,34152.0
14,0,4,11,2007,330,26,48,33979.0
15,0,4,11,2007,330,26,48,33903.0
16,0,4,11,2007,330,26,48,34199.0
17,0,4,11,2007,330,26,48,35949.0
18,0,4,11,2007,330,26,48,37593.0
19,0,4,11,2007,330,26,48,37266.0
20,0,4,11,2007,330,26,48,36481.0
21,0,4,11,2007,330,26,48,35201.0
22,0,4,11,2007,330,26,48,33146.0
23,0,4,11,2007,330,26,48,30355.0
0,1,4,11,2007,331,27,48,27610.0
1,6,4,11,2007,329,25,47,27583.0
2,6,4,11,2007,329,25,47,26563.0
3,6,4,11,2007,329,25,47,26192.0
4,6,4,11,2007,329,25,47,26094.0
5,6,4,11,2007,329,25,47,26313.0
6,6,4,11,2007,329,25,47,27046.0
7,6,4,11,2007,329,25,47,28153.0
8,6,4,11,2007,329,25,47,28950.0
9,6,4,11,2007,329,25,47,30059.0
10,6,4,11,2007,329,25,47,30461.0
11,6,4,11,2007,329,25,47,30388.0
12,6,4,11,2007,329,25,47,30085.0
13,6,4,11,2007,329,25,47,29670.0
14,6,4,11,2007,329,25,47,29152.0
15,6,4,11,2007,329,25,47,28861.0
16,6,4,11,2007,329,25,47,29055.0
17,6,4,11,2007,329,25,47,30889.0
18,6,4,11,2007,329,25,47,34198.0
19,6,4,11,2007,329,25,47,34573.0
20,6,4,11,2007,329,25,47,34388.0
21,6,4,11,2007,329,25,47,33589.0
22,6,4,11,2007,329,25,47,31988.0
23,6,4,11,2007,329,25,47,29847.0
0,0,4,11,2007,330,26,48,27624.0
1,5,4,11,2007,328,24,47,28535.0
2,5,4,11,2007,328,24,47,27727.0
3,5,4,11,2007,328,24,47,27331.0
4,5,4,11,2007,328,24,47,27294.0
5,5,4,11,2007,328,24,47,27682.0
6,5,4,11,2007,328,24,47,28615.0
7,5,4,11,2007,328,24,47,30026.0
8,5,4,11,2007,328,24,47,31075.0
9,5,4,11,2007,328,24,47,31651.0
10,5,4,11,2007,328,24,47,32500.0
11,5,4,11,2007,328,24,47,32402.0
12,5,4,11,2007,328,24,47,32299.0
13,5,4,11,2007,328,24,47,31386.0
14,5,4,11,2007,328,24,47,30629.0
15,5,4,11,2007,328,24,47,30267.0
16,5,4,11,2007,328,24,47,30436.0
17,5,4,11,2007,328,24,47,32373.0
18,5,4,11,2007,328,24,47,35008.0
19,5,4,11,2007,328,24,47,35052.0
20,5,4,11,2007,328,24,47,34587.0
21,5,4,11,2007,328,24,47,33908.0
22,5,4,11,2007,328,24,47,32878.0
23,5,4,11,2007,328,24,47,31205.0
0,6,4,11,2007,329,25,47,29248.0
1,4,4,11,2007,327,23,47,24065.0
2,4,4,11,2007,327,23,47,23483.0
3,4,4,11,2007,327,23,47,23344.0
4,4,4,11,2007,327,23,47,23536.0
5,4,4,11,2007,327,23,47,24231.0
6,4,4,11,2007,327,23,47,25806.0
7,4,4,11,2007,327,23,47,27800.0
8,4,4,11,2007,327,23,47,28862.0
9,4,4,11,2007,327,23,47,30203.0
10,4,4,11,2007,327,23,47,31275.0
11,4,4,11,2007,327,23,47,31600.0
12,4,4,11,2007,327,23,47,31450.0
13,4,4,11,2007,327,23,47,31095.0
14,4,4,11,2007,327,23,47,30711.0
15,4,4,11,2007,327,23,47,30501.0
16,4,4,11,2007,327,23,47,30703.0
17,4,4,11,2007,327,23,47,32483.0
18,4,4,11,2007,327,23,47,35448.0
19,4,4,11,2007,327,23,47,35436.0
20,4,4,11,2007,327,23,47,34945.0
21,4,4,11,2007,327,23,47,34321.0
22,4,4,11,2007,327,23,47,33295.0
23,4,4,11,2007,327,23,47,31760.0
0,5,4,11,2007,328,24,47,30000.0
1,3,4,11,2007,326,22,47,24926.0
2,3,4,11,2007,326,22,47,23588.0
3,3,4,11,2007,326,22,47,22829.0
4,3,4,11,2007,326,22,47,22274.0
5,3,4,11,2007,326,22,47,22342.0
6,3,4,11,2007,326,22,47,22949.0
7,3,4,11,2007,326,22,47,23990.0
8,3,4,11,2007,326,22,47,24735.0
9,3,4,11,2007,326,22,47,26370.0
10,3,4,11,2007,326,22,47,27961.0
11,3,4,11,2007,326,22,47,29011.0
12,3,4,11,2007,326,22,47,29390.0
13,3,4,11,2007,326,22,47,29164.0
14,3,4,11,2007,326,22,47,28408.0
15,3,4,11,2007,326,22,47,27644.0
16,3,4,11,2007,326,22,47,26908.0
17,3,4,11,2007,326,22,47,27066.0
18,3,4,11,2007,326,22,47,27979.0
19,3,4,11,2007,326,22,47,27815.0
20,3,4,11,2007,326,22,47,27677.0
21,3,4,11,2007,326,22,47,27672.0
22,3,4,11,2007,326,22,47,27320.0
23,3,4,11,2007,326,22,47,26475.0
0,4,4,11,2007,327,23,47,25185.0
1,2,4,11,2007,325,21,47,26772.0
2,2,4,11,2007,325,21,47,25719.0
3,2,4,11,2007,325,21,47,25105.0
4,2,4,11,2007,325,21,47,24982.0
5,2,4,11,2007,325,21,47,25440.0
6,2,4,11,2007,325,21,47,27545.0
7,2,4,11,2007,325,21,47,30880.0
8,2,4,11,2007,325,21,47,32767.0
9,2,4,11,2007,325,21,47,33416.0
10,2,4,11,2007,325,21,47,33735.0
11,2,4,11,2007,325,21,47,33697.0
12,2,4,11,2007,325,21,47,33482.0
13,2,4,11,2007,325,21,47,33110.0
14,2,4,11,2007,325,21,47,32872.0
15,2,4,11,2007,325,21,47,32503.0
16,2,4,11,2007,325,21,47,32147.0
17,2,4,11,2007,325,21,47,33032.0
18,2,4,11,2007,325,21,47,35416.0
19,2,4,11,2007,325,21,47,35152.0
20,2,4,11,2007,325,21,47,34256.0
21,2,4,11,2007,325,21,47,33183.0
22,2,4,11,2007,325,21,47,31574.0
23,2,4,11,2007,325,21,47,29495.0
0,3,4,11,2007,326,22,47,27027.0
1,1,4,11,2007,324,20,47,27846.0
2,1,4,11,2007,324,20,47,26843.0
3,1,4,11,2007,324,20,47,26296.0
4,1,4,11,2007,324,20,47,26209.0
5,1,4,11,2007,324,20,47,26756.0
6,1,4,11,2007,324,20,47,28903.0
7,1,4,11,2007,324,20,47,32606.0
8,1,4,11,2007,324,20,47,34658.0
9,1,4,11,2007,324,20,47,35082.0
10,1,4,11,2007,324,20,47,35305.0
11,1,4,11,2007,324,20,47,35416.0
12,1,4,11,2007,324,20,47,35204.0
13,1,4,11,2007,324,20,47,34850.0
14,1,4,11,2007,324,20,47,34527.0
15,1,4,11,2007,324,20,47,34006.0
16,1,4,11,2007,324,20,47,33974.0
17,1,4,11,2007,324,20,47,35201.0
18,1,4,11,2007,324,20,47,37316.0
19,1,4,11,2007,324,20,47,37061.0
20,1,4,11,2007,324,20,47,36509.0
21,1,4,11,2007,324,20,47,35522.0
22,1,4,11,2007,324,20,47,33751.0
23,1,4,11,2007,324,20,47,31291.0
0,2,4,11,2007,325,21,47,28749.0
1,0,4,11,2007,323,19,47,26809.0
2,0,4,11,2007,323,19,47,26050.0
3,0,4,11,2007,323,19,47,25788.0
4,0,4,11,2007,323,19,47,25905.0
5,0,4,11,2007,323,19,47,26729.0
6,0,4,11,2007,323,19,47,29093.0
7,0,4,11,2007,323,19,47,32843.0
8,0,4,11,2007,323,19,47,34939.0
9,0,4,11,2007,323,19,47,35724.0
10,0,4,11,2007,323,19,47,36021.0
11,0,4,11,2007,323,19,47,36323.0
12,0,4,11,2007,323,19,47,36326.0
13,0,4,11,2007,323,19,47,36147.0
14,0,4,11,2007,323,19,47,36033.0
15,0,4,11,2007,323,19,47,35793.0
16,0,4,11,2007,323,19,47,35955.0
17,0,4,11,2007,323,19,47,37385.0
18,0,4,11,2007,323,19,47,39326.0
19,0,4,11,2007,323,19,47,38940.0
20,0,4,11,2007,323,19,47,38225.0
21,0,4,11,2007,323,19,47,37077.0
22,0,4,11,2007,323,19,47,35187.0
23,0,4,11,2007,323,19,47,32286.0
0,1,4,11,2007,324,20,47,29685.0
1,6,4,11,2007,322,18,46,26728.0
2,6,4,11,2007,322,18,46,25767.0
3,6,4,11,2007,322,18,46,25136.0
4,6,4,11,2007,322,18,46,24869.0
5,6,4,11,2007,322,18,46,24936.0
6,6,4,11,2007,322,18,46,25451.0
7,6,4,11,2007,322,18,46,26499.0
8,6,4,11,2007,322,18,46,27486.0
9,6,4,11,2007,322,18,46,29142.0
10,6,4,11,2007,322,18,46,30360.0
11,6,4,11,2007,322,18,46,30940.0
12,6,4,11,2007,322,18,46,31269.0
13,6,4,11,2007,322,18,46,31468.0
14,6,4,11,2007,322,18,46,31434.0
15,6,4,11,2007,322,18,46,31393.0
16,6,4,11,2007,322,18,46,31735.0
17,6,4,11,2007,322,18,46,33389.0
18,6,4,11,2007,322,18,46,35364.0
19,6,4,11,2007,322,18,46,35303.0
20,6,4,11,2007,322,18,46,34999.0
21,6,4,11,2007,322,18,46,34196.0
22,6,4,11,2007,322,18,46,32674.0
23,6,4,11,2007,322,18,46,30519.0
0,0,4,11,2007,323,19,47,28328.0
1,5,4,11,2007,321,17,46,28507.0
2,5,4,11,2007,321,17,46,27469.0
3,5,4,11,2007,321,17,46,26893.0
4,5,4,11,2007,321,17,46,26676.0
5,5,4,11,2007,321,17,46,26905.0
6,5,4,11,2007,321,17,46,27735.0
7,5,4,11,2007,321,17,46,29167.0
8,5,4,11,2007,321,17,46,30351.0
9,5,4,11,2007,321,17,46,31916.0
10,5,4,11,2007,321,17,46,32637.0
11,5,4,11,2007,321,17,46,32670.0
12,5,4,11,2007,321,17,46,32203.0
13,5,4,11,2007,321,17,46,31416.0
14,5,4,11,2007,321,17,46,30820.0
15,5,4,11,2007,321,17,46,30441.0
16,5,4,11,2007,321,17,46,30566.0
17,5,4,11,2007,321,17,46,32112.0
18,5,4,11,2007,321,17,46,34325.0
19,5,4,11,2007,321,17,46,34149.0
20,5,4,11,2007,321,17,46,33582.0
21,5,4,11,2007,321,17,46,32877.0
22,5,4,11,2007,321,17,46,31864.0
23,5,4,11,2007,321,17,46,30155.0
0,6,4,11,2007,322,18,46,28422.0
1,4,4,11,2007,320,16,46,27557.0
2,4,4,11,2007,320,16,46,26647.0
3,4,4,11,2007,320,16,46,26128.0
4,4,4,11,2007,320,16,46,26192.0
5,4,4,11,2007,320,16,46,26880.0
6,4,4,11,2007,320,16,46,29103.0
7,4,4,11,2007,320,16,46,32889.0
8,4,4,11,2007,320,16,46,34441.0
9,4,4,11,2007,320,16,46,34713.0
10,4,4,11,2007,320,16,46,34705.0
11,4,4,11,2007,320,16,46,34675.0
12,4,4,11,2007,320,16,46,34595.0
13,4,4,11,2007,320,16,46,34260.0
14,4,4,11,2007,320,16,46,34237.0
15,4,4,11,2007,320,16,46,33954.0
16,4,4,11,2007,320,16,46,34015.0
17,4,4,11,2007,320,16,46,35336.0
18,4,4,11,2007,320,16,46,37801.0
19,4,4,11,2007,320,16,46,37579.0
20,4,4,11,2007,320,16,46,36686.0
21,4,4,11,2007,320,16,46,35670.0
22,4,4,11,2007,320,16,46,34273.0
23,4,4,11,2007,320,16,46,32321.0
0,5,4,11,2007,321,17,46,30174.0
1,3,4,11,2007,319,15,46,25228.0
2,3,4,11,2007,319,15,46,24294.0
3,3,4,11,2007,319,15,46,23826.0
4,3,4,11,2007,319,15,46,23677.0
5,3,4,11,2007,319,15,46,24282.0
6,3,4,11,2007,319,15,46,26397.0
7,3,4,11,2007,319,15,46,30146.0
8,3,4,11,2007,319,15,46,32484.0
9,3,4,11,2007,319,15,46,33127.0
10,3,4,11,2007,319,15,46,33437.0
11,3,4,11,2007,319,15,46,33963.0
12,3,4,11,2007,319,15,46,34189.0
13,3,4,11,2007,319,15,46,34063.0
14,3,4,11,2007,319,15,46,34102.0
15,3,4,11,2007,319,15,46,33931.0
16,3,4,11,2007,319,15,46,34032.0
17,3,4,11,2007,319,15,46,35262.0
18,3,4,11,2007,319,15,46,37523.0
19,3,4,11,2007,319,15,46,37446.0
20,3,4,11,2007,319,15,46,36913.0
21,3,4,11,2007,319,15,46,36044.0
22,3,4,11,2007,319,15,46,34253.0
23,3,4,11,2007,319,15,46,31814.0
0,4,4,11,2007,320,16,46,29278.0
1,2,4,11,2007,318,14,46,26268.0
2,2,4,11,2007,318,14,46,25474.0
3,2,4,11,2007,318,14,46,25050.0
4,2,4,11,2007,318,14,46,25052.0
5,2,4,11,2007,318,14,46,25761.0
6,2,4,11,2007,318,14,46,27985.0
7,2,4,11,2007,318,14,46,31758.0
8,2,4,11,2007,318,14,46,33445.0
9,2,4,11,2007,318,14,46,33727.0
10,2,4,11,2007,318,14,46,33703.0
11,2,4,11,2007,318,14,46,33819.0
12,2,4,11,2007,318,14,46,33647.0
13,2,4,11,2007,318,14,46,33431.0
14,2,4,11,2007,318,14,46,33338.0
15,2,4,11,2007,318,14,46,33193.0
16,2,4,11,2007,318,14,46,33237.0
17,2,4,11,2007,318,14,46,34526.0
18,2,4,11,2007,318,14,46,36524.0
19,2,4,11,2007,318,14,46,36234.0
20,2,4,11,2007,318,14,46,35453.0
21,2,4,11,2007,318,14,46,34406.0
22,2,4,11,2007,318,14,46,32485.0
23,2,4,11,2007,318,14,46,29915.0
0,3,4,11,2007,319,15,46,27244.0
1,1,4,11,2007,317,13,46,25997.0
2,1,4,11,2007,317,13,46,25054.0
3,1,4,11,2007,317,13,46,24532.0
4,1,4,11,2007,317,13,46,24482.0
5,1,4,11,2007,317,13,46,25081.0
6,1,4,11,2007,317,13,46,27201.0
7,1,4,11,2007,317,13,46,31054.0
8,1,4,11,2007,317,13,46,32876.0
9,1,4,11,2007,317,13,46,33433.0
10,1,4,11,2007,317,13,46,33537.0
11,1,4,11,2007,317,13,46,33553.0
12,1,4,11,2007,317,13,46,33407.0
13,1,4,11,2007,317,13,46,32993.0
14,1,4,11,2007,317,13,46,32686.0
15,1,4,11,2007,317,13,46,32308.0
16,1,4,11,2007,317,13,46,32250.0
17,1,4,11,2007,317,13,46,33234.0
18,1,4,11,2007,317,13,46,35944.0
19,1,4,11,2007,317,13,46,36011.0
20,1,4,11,2007,317,13,46,35480.0
21,1,4,11,2007,317,13,46,34657.0
22,1,4,11,2007,317,13,46,32893.0
23,1,4,11,2007,317,13,46,30351.0
0,2,4,11,2007,318,14,46,27925.0
1,0,4,11,2007,316,12,46,26097.0
2,0,4,11,2007,316,12,46,25315.0
3,0,4,11,2007,316,12,46,25028.0
4,0,4,11,2007,316,12,46,25024.0
5,0,4,11,2007,316,12,46,25651.0
6,0,4,11,2007,316,12,46,27556.0
7,0,4,11,2007,316,12,46,30990.0
8,0,4,11,2007,316,12,46,33099.0
9,0,4,11,2007,316,12,46,33994.0
10,0,4,11,2007,316,12,46,34472.0
11,0,4,11,2007,316,12,46,34708.0
12,0,4,11,2007,316,12,46,34624.0
13,0,4,11,2007,316,12,46,34187.0
14,0,4,11,2007,316,12,46,33896.0
15,0,4,11,2007,316,12,46,33398.0
16,0,4,11,2007,316,12,46,33491.0
17,0,4,11,2007,316,12,46,34774.0
18,0,4,11,2007,316,12,46,37044.0
19,0,4,11,2007,316,12,46,36844.0
20,0,4,11,2007,316,12,46,36134.0
21,0,4,11,2007,316,12,46,35036.0
22,0,4,11,2007,316,12,46,33093.0
23,0,4,11,2007,316,12,46,30452.0
0,1,4,11,2007,317,13,46,27839.0
1,6,4,11,2007,315,11,45,27156.0
2,6,4,11,2007,315,11,45,26401.0
3,6,4,11,2007,315,11,45,26036.0
4,6,4,11,2007,315,11,45,25942.0
5,6,4,11,2007,315,11,45,26176.0
6,6,4,11,2007,315,11,45,26843.0
7,6,4,11,2007,315,11,45,27697.0
8,6,4,11,2007,315,11,45,28669.0
9,6,4,11,2007,315,11,45,29768.0
10,6,4,11,2007,315,11,45,30155.0
11,6,4,11,2007,315,11,45,30006.0
12,6,4,11,2007,315,11,45,29712.0
13,6,4,11,2007,315,11,45,29298.0
14,6,4,11,2007,315,11,45,28889.0
15,6,4,11,2007,315,11,45,28602.0
